City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
29,Lensk,60.7253,114.9278,-26.12,100,100,3.38,RU,1675886515
30,Martapura,-3.4167,114.85,71.69,100,100,2.3,ID,1675886515
31,Sur,22.5667,59.5289,76.41,51,2,10.56,OM,1675886516
32,Norman wells,65.282,-126.8329,-16.56,76,75,5.75,CA,1675886478
33,Bathsheba,13.2167,-59.5167,84.81,65,20,19.57,BB,1675886517
34,Coihaique,-45.5752,-72.0662,72.21,46,88,12.53,CL,1675886518
35,Broken hill,-31.95,141.4333,72.25,23,0,3.11,AU,1675886519
36,Springbok,-29.6643,17.8865,68.81,58,34,4.9,ZA,1675886519
37,Hilo,19.7297,-155.09,74.28,87,100,1.99,US,1675886520
38,Cochrane,51.1834,-114.4687,34.61,58,75,3.44,CA,1675886422
39,Bredasdorp,-34.5322,20.0403,67.82,77,0,15.73,ZA,1675886370
40,Westport,41.1415,-73.3579,52.45,52,5,7.0,US,1675886440
41,Pitimbu,-7.4706,-34.8086,86.59,72,100,11.63,BR,1675886422
42,Carnarvon,-24.8667,113.6333,78.06,75,7,14.76,AU,1675886384
43,East london,-33.0153,27.9116,70.81,81,100,4.56,ZA,1675886441
44,Pavelets,53.7883,39.246,16.74,94,100,8.37,RU,1675886528
45,Hobart,-42.8794,147.3294,57.06,81,75,4.61,AU,1675886446
46,Hay river,60.8156,-115.7999,4.96,71,20,4.61,CA,1675886425
47,Bud,39.447,-86.1758,51.82,55,100,6.85,US,1675886532
48,Cam ranh,11.9214,109.1591,76.96,83,40,2.3,VN,1675886533
49,Bukama,-9.2,25.85,67.87,97,100,1.28,CD,1675886534
50,Muqui,-20.956,-41.3531,72.72,98,100,1.48,BR,1675886536
51,Dikson,73.5069,80.5464,3.16,77,100,12.17,RU,1675886537
52,Longyearbyen,78.2186,15.6401,24.64,80,100,20.71,SJ,1675886499
53,Lata,40.1629,-8.3327,53.82,72,23,6.51,PT,1675886539
54,Khatanga,71.9667,102.5,-45.47,100,63,4.52,RU,1675886543
55,Leningradskiy,69.3833,178.4167,-21.84,94,100,4.32,RU,1675886544
56,Marystown,47.1666,-55.1483,28.72,89,98,12.75,CA,1675886405
57,Punta arenas,-53.15,-70.9167,68.02,82,100,24.16,CL,1675886477
58,Yellowknife,62.456,-114.3525,-12.48,84,20,5.75,CA,1675886487
59,Mahebourg,-20.4081,57.7,79.25,83,75,5.75,MU,1675886546
60,Quatre cocos,-20.2078,57.7625,79.09,81,24,12.35,MU,1675886548
61,Cherskiy,68.75,161.3,-26.27,98,100,7.87,RU,1675886550
62,Cape town,-33.9258,18.4232,73.81,65,0,14.0,ZA,1675886400
63,Alofi,-19.0595,-169.9187,82.29,89,88,6.91,NU,1675886556
64,Thompson,55.7435,-97.8558,21.36,79,100,8.05,CA,1675886558
65,Lompoc,34.6391,-120.4579,73.69,29,0,1.01,US,1675886560
66,Saint george,37.1041,-113.5841,53.94,38,0,3.44,US,1675886482
67,Lorengau,-2.0226,147.2712,75.4,89,100,7.14,PG,1675886561
68,Qingyuan,23.7,113.0333,66.18,93,100,1.32,CN,1675886436
69,Dong xoai,11.5333,106.9167,72.39,84,5,3.0,VN,1675886563
70,Mayumba,-3.432,10.6554,79.23,87,61,7.7,GA,1675886564
71,Kathu,7.9178,98.3332,78.62,79,95,11.14,TH,1675886565
72,Atuona,-9.8,-139.0333,79.14,80,19,20.78,PF,1675886565
73,Luau,-10.7073,22.2247,64.33,95,52,0.4,AO,1675886566
74,Tasiilaq,65.6145,-37.6368,3.36,51,0,11.12,GL,1675886567
75,Tyukhtet,56.5389,89.3011,3.61,97,96,4.34,RU,1675886567
76,Los llanos de aridane,28.6585,-17.9182,58.75,73,75,5.75,ES,1675886568
77,Bengkulu,-3.8004,102.2655,74.61,86,85,5.1,ID,1675886569
78,Mirante do paranapanema,-22.2919,-51.9064,83.64,61,32,2.26,BR,1675886570
79,Chokurdakh,70.6333,147.9167,-30.69,98,100,5.21,RU,1675886571
80,Torbay,47.6666,-52.7314,33.28,96,100,18.41,CA,1675886413
81,Butaritari,3.0707,172.7902,79.75,85,94,19.95,KI,1675886572
82,Tuktoyaktuk,69.4541,-133.0374,-34.6,74,20,4.61,CA,1675886572
83,Avarua,-21.2078,-159.775,82.45,78,40,12.66,CK,1675886573
84,Grand gaube,-20.0064,57.6608,79.38,78,8,5.01,MU,1675886573
85,Zhigansk,66.7697,123.3711,-44.28,98,99,7.47,RU,1675886574
86,Mar del plata,-38.0023,-57.5575,86.83,58,0,5.75,AR,1675886401
87,Jamestown,42.097,-79.2353,41.95,56,0,5.75,US,1675886575
88,Touros,-5.1989,-35.4608,81.81,66,89,13.96,BR,1675886575
89,Samarai,-10.6167,150.6667,78.87,87,100,15.28,PG,1675886576
90,San patricio,28.017,-97.5169,61.07,79,100,16.35,US,1675886576
91,Weinan,34.5036,109.5089,36.18,80,100,3.51,CN,1675886577
92,Shenjiamen,29.9576,122.298,50.61,85,100,13.38,CN,1675886577
93,Agirish,61.9247,63.0231,15.67,90,22,10.87,RU,1675886578
94,Da lat,11.9465,108.4419,55.49,94,23,2.26,VN,1675886578
95,Saint anthony,45.0205,-93.218,44.53,57,0,12.66,US,1675886579
96,Progreso,21.2833,-89.6667,92.1,52,14,11.68,MX,1675886579
97,Mweka,-4.85,21.5667,67.59,94,100,2.55,CD,1675886580
98,Kemi,65.8596,24.8228,33.57,93,100,26.46,FI,1675886581
99,Sorong,-0.8833,131.25,78.01,87,100,15.17,ID,1675886583
100,Talara,-4.5772,-81.2719,86.76,51,40,16.11,PE,1675886584
101,Noumea,-22.2763,166.4572,82.99,99,100,8.46,NC,1675886425
102,Lebu,-37.6167,-73.65,65.35,76,3,12.37,CL,1675886427
103,Albany,42.6001,-73.9662,46.67,52,10,3.0,US,1675886505
104,New norfolk,-42.7826,147.0587,56.7,67,100,1.48,AU,1675886588
105,Boksitogorsk,59.474,33.8485,28.6,98,100,5.12,RU,1675886589
106,Luderitz,-26.6481,15.1594,64.02,93,0,15.01,NA,1675886591
107,Kavieng,-2.5744,150.7967,80.85,78,100,8.95,PG,1675886592
108,Ipixuna,-1.7625,-48.8043,80.22,87,99,3.49,BR,1675886593
109,Karpogory,64.0019,44.4451,19.85,96,47,7.74,RU,1675886594
110,Derzhavinsk,51.1,66.3167,-10.68,100,63,7.11,KZ,1675886596
111,Ilulissat,69.2167,-51.1,-7.58,54,0,5.75,GL,1675886598
112,Kununurra,-15.7667,128.7333,82.38,89,57,1.14,AU,1675886600
113,Acari,-15.4311,-74.6158,84.09,61,26,11.81,PE,1675886602
114,Hun,29.1268,15.9477,62.11,21,2,16.8,LY,1675886604
115,Otorohanga,-38.1833,175.2,67.33,66,37,7.18,NZ,1675886606
116,Bluff,-46.6,168.3333,50.81,65,72,22.84,NZ,1675886607
117,Emiliano zapata,18.8333,-99.1833,83.01,32,20,5.75,MX,1675886609
118,Atasu,48.6814,71.6433,9.61,94,100,10.65,KZ,1675886610
119,Poronaysk,49.2167,143.1167,-14.71,95,18,8.37,RU,1675886611
120,Los aquijes,-14.0967,-75.6908,90.75,38,4,13.31,PE,1675886612
121,Chunoyar,57.4467,97.3217,2.03,100,98,2.93,RU,1675886613
122,Seoul,37.5683,126.9778,26.04,74,0,2.3,KR,1675886520
123,Mount gambier,-37.8333,140.7667,53.49,89,5,4.52,AU,1675886615
124,Isangel,-19.55,169.2667,80.71,89,100,6.91,VU,1675886617
125,Quelimane,-17.8786,36.8883,76.53,91,100,3.38,MZ,1675886617
126,Saskylakh,71.9167,114.0833,-36.81,100,92,5.73,RU,1675886618
127,Georgetown,5.4112,100.3354,80.53,93,20,2.3,MY,1675886618
128,Cabo san lucas,22.8909,-109.9124,80.62,44,0,4.0,MX,1675886518
129,Kodiak,57.79,-152.4072,27.91,43,0,6.91,US,1675886620
130,Tetelzingo,19.0667,-97.15,64.2,49,39,5.66,MX,1675886620
131,Barrow,71.2906,-156.7887,-14.78,76,100,0.0,US,1675886419
132,Kaitangata,-46.2817,169.8464,48.94,75,66,13.2,NZ,1675886621
133,Constitucion,-35.3333,-72.4167,70.86,59,13,13.35,CL,1675886457
134,Susanino,58.1461,41.5872,16.9,98,93,3.49,RU,1675886622
135,Port-gentil,-0.7193,8.7815,82.36,83,20,5.75,GA,1675886623
136,Tiksi,71.6872,128.8694,-40.2,99,56,5.77,RU,1675886624
137,Souillac,-20.5167,57.5167,79.18,83,75,8.05,MU,1675886392
138,Xuanhua,40.6103,115.0447,28.4,54,100,6.91,CN,1675886624
139,Kuliyapitiya,7.4688,80.0401,76.68,90,100,4.14,LK,1675886625
140,Fortuna,40.5982,-124.1573,53.65,85,75,1.01,US,1675886626
141,Puerto ayora,-0.7393,-90.3518,85.96,89,91,10.0,EC,1675886626
142,Ossora,59.2353,163.0719,0.82,96,100,10.31,RU,1675886627
143,Las matas de farfan,18.8731,-71.5166,88.25,27,4,2.26,DO,1675886628
144,Nanortalik,60.1432,-45.2371,30.6,83,100,9.1,GL,1675886628
145,Korgen,66.0771,13.8153,48.52,69,100,9.55,NO,1675886629
146,Saint-georges,12.0564,-61.7485,80.28,78,75,18.41,GD,1675886629
147,Kieta,-6.2167,155.6333,79.57,85,100,6.38,PG,1675886630
148,Ponta do sol,32.6667,-17.1,59.63,70,64,6.4,PT,1675886631
149,Severo-kurilsk,50.6789,156.125,21.22,74,94,10.76,RU,1675886631
150,Antofagasta,-23.65,-70.4,74.48,71,23,8.93,CL,1675886594
151,Taber,49.8167,-112.1518,31.05,96,100,16.11,CA,1675886633
152,Skjervoy,70.0311,20.9714,48.2,60,100,33.82,NO,1675886633
153,Halle,51.5,12.0,29.91,72,0,10.36,DE,1675886588
154,Maningrida,-12.0667,134.2667,78.8,89,100,8.75,AU,1675886634
155,Half moon bay,37.4636,-122.4286,65.48,73,0,12.66,US,1675886483
156,Puteyets,65.1716,57.091,26.02,88,100,14.27,RU,1675886635
157,Nicolas bravo,18.45,-88.9167,80.53,72,3,7.49,MX,1675886635
158,Port alfred,-33.5906,26.891,68.18,93,100,6.38,ZA,1675886636
159,Barcelona,41.3888,2.159,48.83,77,40,13.8,ES,1675886468
160,Batayurt,43.3194,46.6854,23.9,92,100,12.17,RU,1675886637
161,Gashua,12.871,11.0482,74.39,17,96,10.83,NG,1675886637
162,Karaton,-6.3424,106.1045,73.42,94,100,5.06,ID,1675886638
163,Libreville,0.3925,9.4537,82.42,78,20,4.61,GA,1675886392
164,Upington,-28.4478,21.2561,78.1,47,1,12.66,ZA,1675886639
165,Nurota,40.5614,65.6886,46.63,68,100,15.08,UZ,1675886639
166,Husavik,66.0449,-17.3389,20.28,75,98,8.75,IS,1675886640
167,Nizwa,22.9333,57.5333,73.96,32,3,3.33,OM,1675886641
168,Narsaq,60.9167,-46.05,12.42,95,100,8.66,GL,1675886557
169,Bridgetown,13.1,-59.6167,84.69,65,20,19.57,BB,1675886512
170,Kysyl-syr,63.8986,122.7617,-54.67,100,72,2.64,RU,1675886643
171,Utete,-7.986,38.758,74.55,97,100,3.29,TZ,1675886645
172,Lasa,46.6166,10.7002,27.01,84,34,1.23,IT,1675886564
173,Sitka,57.0531,-135.33,37.29,81,20,5.75,US,1675886371
174,Manhuacu,-20.2581,-42.0336,70.66,95,100,3.06,BR,1675886649
175,Gornopravdinsk,60.05,69.9,7.97,95,100,7.63,RU,1675886651
176,Ende,-8.8432,121.6623,77.11,86,72,1.43,ID,1675886652
177,Deputatskiy,69.3,139.9,-45.31,99,90,4.41,RU,1675886390
178,Zharkovskiy,55.849,32.2697,27.46,95,100,6.82,RU,1675886654
179,Thomaston,32.8882,-84.3266,76.78,56,75,4.61,US,1675886447
180,Manta,-0.95,-80.7333,87.58,70,40,17.27,EC,1675886655
181,Termoli,41.9888,14.9895,35.78,87,100,7.38,IT,1675886656
182,Upernavik,72.7868,-56.1549,-26.18,84,15,5.57,GL,1675886657
183,Geraldton,-28.7667,114.6,68.41,83,0,9.22,AU,1675886658
184,Talca,-35.4333,-71.6667,98.91,9,0,7.96,CL,1675886659
185,Vorobyevka,50.6451,40.9245,4.87,98,63,4.14,RU,1675886660
186,Chiknayakanhalli,13.4172,76.6228,68.56,53,99,8.43,IN,1675886662
187,Pangnirtung,66.1451,-65.7125,-20.2,63,0,4.61,CA,1675886663
188,Little current,45.9793,-81.9248,40.41,87,9,9.46,CA,1675886425
189,Manokwari,-0.8667,134.0833,77.32,83,100,11.65,ID,1675886666
190,Inhambane,-23.865,35.3833,79.74,86,26,9.93,MZ,1675886667
191,Two rivers,44.1539,-87.5693,46.87,74,0,10.36,US,1675886668
192,Katsuura,35.1333,140.3,44.62,64,26,16.24,JP,1675886669
193,Codrington,-38.2667,141.9667,53.28,91,0,5.75,AU,1675886670
194,Ancud,-41.8697,-73.8203,65.21,74,12,9.35,CL,1675886390
195,Lavrentiya,65.5833,-171.0,-12.68,90,100,4.05,RU,1675886673
196,Sinnamary,5.3833,-52.95,77.47,88,100,12.06,GF,1675886674
197,Chivay,-15.6383,-71.6011,54.05,70,100,8.55,PE,1675886676
198,Sao joao da barra,-21.6403,-41.0511,80.69,91,100,7.54,BR,1675886678
199,Jardim,-21.4803,-56.1381,88.79,51,68,1.86,BR,1675886511
200,Vallenar,-28.5708,-70.7581,88.3,27,0,10.04,CL,1675886679
201,Lieksa,63.3167,30.0167,33.21,89,100,17.72,FI,1675886678
202,Vestmannaeyjar,63.4427,-20.2734,31.41,54,100,43.98,IS,1675886680
203,Asau,46.4333,26.4,14.92,94,38,4.5,RO,1675886681
204,Paraiso,9.8383,-83.8656,77.86,63,19,7.63,CR,1675886682
205,Nikolskoye,59.7035,30.7861,33.8,93,100,7.29,RU,1675886683
206,Hithadhoo,-0.6,73.0833,81.28,74,35,8.05,MV,1675886571
207,Amapa,1.0,-52.0,77.18,96,100,3.83,BR,1675886684
208,Rudnya,54.947,31.0934,24.73,96,100,7.83,RU,1675886684
209,Itoman,26.1247,127.6694,66.22,77,40,12.66,JP,1675886685
210,Vostok,46.4856,135.8833,-11.42,99,100,4.18,RU,1675886471
211,Henties bay,-22.116,14.2845,65.19,85,61,7.16,NA,1675886394
212,Jalu,29.0331,21.5482,54.36,42,97,11.43,LY,1675886686
213,Makakilo city,21.3469,-158.0858,76.69,59,100,0.0,US,1675886484
214,Chuy,-33.6971,-53.4616,79.9,66,100,9.6,UY,1675886466
215,San carlos del zulia,9.0,-71.9135,89.87,49,88,6.11,VE,1675886438
216,Beringovskiy,63.05,179.3167,-28.53,97,27,5.32,RU,1675886688
217,Kommunisticheskiy,61.6789,64.4819,7.41,96,26,6.22,RU,1675886689
218,Lalas,37.7167,21.7167,37.31,63,100,9.15,GR,1675886689
219,Susanville,40.4163,-120.653,52.12,50,0,5.01,US,1675886690
220,Bonthe,7.5264,-12.505,77.83,78,53,9.06,SL,1675886691
221,Vao,-22.6667,167.4833,78.37,82,100,20.45,NC,1675886691
222,Pisco,-13.7,-76.2167,80.65,69,0,19.57,PE,1675886692
223,Gamba,-2.65,10.0,79.07,88,95,6.85,GA,1675886692
224,Nivala,63.9167,24.9667,33.69,87,100,16.69,FI,1675886693
225,Raduzhnyy,62.0961,77.475,-1.52,94,100,10.98,RU,1675886694
226,Hermanus,-34.4187,19.2345,69.8,73,0,15.46,ZA,1675886695
227,Hasaki,35.7333,140.8333,39.6,51,4,19.95,JP,1675886678
228,Te anau,-45.4167,167.7167,48.15,72,95,1.41,NZ,1675886695
229,Kruisfontein,-34.0033,24.7314,64.89,74,100,7.4,ZA,1675886696
230,Ouadda,8.0777,22.4007,72.97,16,19,7.92,CF,1675886696
231,Mayo,38.8876,-76.5119,66.15,36,0,6.91,US,1675886697
232,Baker city,44.7749,-117.8344,38.91,56,40,9.22,US,1675886694
233,Porangatu,-13.4408,-49.1486,84.25,68,32,1.74,BR,1675886607
234,Praia da vitoria,38.7333,-27.0667,55.65,88,75,13.94,PT,1675886699
235,Saldanha,-33.0117,17.9442,67.62,78,58,16.49,ZA,1675886699
236,Havre-saint-pierre,50.2334,-63.5986,28.4,80,100,9.22,CA,1675886700
237,La macarena,2.1837,-73.7849,91.76,37,99,5.01,CO,1675886701
238,Naryan-mar,67.6713,53.087,24.84,82,100,16.35,RU,1675886544
239,Esperance,-33.8667,121.9,66.24,72,100,12.19,AU,1675886702
240,Iqaluit,63.7506,-68.5145,-16.87,63,75,14.97,CA,1675886703
241,Bandiagara,14.3501,-3.6104,84.09,11,1,9.71,ML,1675886704
242,Tuatapere,-46.1333,167.6833,48.27,85,94,10.11,NZ,1675886706
243,Podor,16.6527,-14.9587,78.75,41,0,4.61,MR,1675886707
244,Noyabrsk,63.1994,75.4507,3.78,95,100,19.04,RU,1675886709
245,Skibbereen,51.55,-9.2667,49.1,89,100,16.67,IE,1675886710
246,Stranraer,54.9023,-5.0273,40.3,95,100,19.19,GB,1675886712
247,Adrar,20.5022,-10.0711,69.51,15,100,8.43,MR,1675886713
248,Lesosibirsk,58.2358,92.4828,0.91,99,94,3.02,RU,1675886714
249,Fort nelson,58.8053,-122.7002,15.94,66,40,5.99,CA,1675886716
250,Menomonie,44.8755,-91.9193,42.84,75,0,8.05,US,1675886555
251,Cansancao,-10.6672,-39.4992,90.86,24,79,10.71,BR,1675886719
252,Loandjili,-4.7561,11.8578,79.66,86,87,8.7,CG,1675886720
253,San cristobal,7.7669,-72.225,77.18,42,33,5.21,VE,1675886632
254,Chimbote,-9.0853,-78.5783,77.83,71,27,10.67,PE,1675886723
255,Port lincoln,-34.7333,135.8667,65.35,81,0,9.8,AU,1675886724
